network,station id,start_date,end_date, lat,lon,elev,element,state,county,basin,site_name,site_info_link,cdbs_id,shef_id,gmt_offset
snotel,374,10/1/1978,1/1/2100,41.69,-111.42,7987,Snow Water Equivalent,UT,Rich,Laketown Canyon,Bug Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=374,11H37S  ,BULU1,8
snotel,1135,6/11/2009,1/1/2100,40.98,-110.85,8000,Snow Water Equivalent,UT,Summit,West Fork Bear River,Burts Miller Ranch,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1135,10J06S  ,MRHU1,8
snotel,383,10/1/1985,1/1/2100,37.81,-109.49,8858,Snow Water Equivalent,UT,San Juan,Johnson Creek,Camp Jackson,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=383,09M02S  ,CJSU1,8
snotel,1039,10/1/2002,1/1/2100,40.28,-111.61,7774,Snow Water Equivalent,UT,Utah,Rock Canyon-Provo RIver,Cascade Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1039,11J70S  ,CAMU1,8
snotel,390,10/1/1979,1/1/2100,37.66,-112.74,9607,Snow Water Equivalent,UT,Iron,Upper Mammoth Creek,Castle Valley,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=390,12M13S  ,CVYU1,8
snotel,392,10/1/1978,1/1/2100,40.85,-111.05,9171,Snow Water Equivalent,UT,Summit,East Fork Chalk Creek,Chalk Creek #1,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=392,11J01S  ,CHCU1,8
snotel,393,10/1/1978,1/1/2100,40.89,-111.07,8208,Snow Water Equivalent,UT,Summit,East Fork Chalk Creek,Chalk Creek #2,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=393,11J02S  ,CCKU1,8
snotel,396,10/1/1979,1/1/2100,40.77,-110.01,10499,Snow Water Equivalent,UT,Duchesne,East Fork Whiterocks River,Chepeta,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=396,10J43S  ,CWHU1,8
snotel,983,6/26/2000,1/1/2100,37.97,-111.83,10049,Snow Water Equivalent,UT,Garfield,Coyote Hollow-Antimony Creek,Clayton Springs,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=983,11M06S  ,CSPU1,8
snotel,399,10/1/1978,1/1/2100,39.87,-111.28,8975,Snow Water Equivalent,UT,Utah,Upper Soldier Creek,Clear Creek #1,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=399,11K21S  ,CLCU1,8
snotel,400,10/1/1978,1/1/2100,39.89,-111.25,7837,Snow Water Equivalent,UT,Utah,Upper Soldier Creek,Clear Creek #2,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=400,11K22S  ,CRKU1,8
snotel,1236,6/25/2013,1/1/2100,39.66,-110.38,8207,Snow Water Equivalent,UT,Carbon,Grassy Trail Reservoir-Grassy Trail Creek,Corral,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1236,10K05S  ,CAOU1,8
snotel,432,10/1/1978,1/1/2100,40.36,-111.09,7915,Snow Water Equivalent,UT,Wasatch,Current Creek Reservoir,Currant Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=432,11J32S  ,CUCU1,8
snotel,435,10/1/1978,1/1/2100,40.3,-111.26,8008,Snow Water Equivalent,UT,Wasatch,Willow Creek-Strawberry River,Daniels-Strawberry,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=435,11J23S  ,DSTU1,8
snotel,444,10/1/1978,1/1/2100,39.05,-111.47,9228,Snow Water Equivalent,UT,Sanpete,Beaver Creek,Dills Camp,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=444,11K15S  ,DCPU1,8
snotel,452,10/1/1985,1/1/2100,38.21,-111.47,9799,Snow Water Equivalent,UT,Wayne,Donkey Creek-Fremont River,Donkey Reservoir,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=452,11L05S  ,DRSU1,8
snotel,455,10/1/1978,1/1/2100,41.41,-111.54,8302,Snow Water Equivalent,UT,Cache,Headwaters East Fork Little Bear River Canyon,Dry Bread Pond,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=455,11H55S  ,DBPU1,8
snotel,906,8/30/1994,1/1/2100,40.57,-112.17,7093,Snow Water Equivalent,UT,Salt Lake,Bingham Creek,Dry Fork,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=906,12J09S  ,DRFU1,8
snotel,461,10/1/1985,1/1/2100,39.31,-109.53,8302,Snow Water Equivalent,UT,Grand,Tenmmile Canyon,East Willow Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=461,09K01S  ,EWCU1,8
snotel,1163,10/21/2010,1/1/2100,40.88,-110.54,9360,Snow Water Equivalent,UT,Summit,Sage Creek,EF Blacks Fork GS,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1163,10J21S  ,EFBU1,8
snotel,474,10/1/1978,1/1/2100,40.97,-111.81,7902,Snow Water Equivalent,UT,Davis,Farmington Creek-Frontal Farmington Bay,Farmington,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=474,11J11S  ,FMNU1,8
snotel,1054,10/1/2003,1/1/2100,40.99,-111.82,6779,Snow Water Equivalent,UT,Davis,Farmington Creek-Frontal Farmington Bay,Farmington Lower,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1054,11J12S  ,FARU1,8
snotel,475,10/1/1979,1/1/2100,38.77,-111.68,9623,Snow Water Equivalent,UT,Sevier,Gooseberry Creek,Farnsworth Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=475,11L01S  ,FRLU1,8
snotel,1149,8/23/2010,1/1/2100,38.5,-111.77,8798,Snow Water Equivalent,UT,Sevier,Deadman Hollow,Fish Lake Utah,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1149,11L03S  ,FLSU1,8
snotel,481,10/1/1979,1/1/2100,40.72,-110.47,10943,Snow Water Equivalent,UT,Duchesne,Garfield Creek,Five Points Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=481,10J26S  ,FPLU1,8
snotel,1114,7/28/2009,1/1/2100,41.92,-111.47,7705,Snow Water Equivalent,UT,Cache,Garden City Canyon-Frontal Bear River,Garden City Summit,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1114,11H07S  ,GDSU1,8
snotel,1066,8/26/2004,1/1/2100,37.4,-113.46,8322,Snow Water Equivalent,UT,Washington,Grass Valley Creek,Gardner Peak,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1066,13M07S  ,GAPU1,8
snotel,1221,7/20/2012,1/1/2100,39.32,-111.49,8801,Snow Water Equivalent,UT,Sanpete,Ephraim Creek,GBRC HQ,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1221,11K11S  ,GBZU1,8
snotel,1222,7/19/2012,1/1/2100,39.3,-111.45,9858,Snow Water Equivalent,UT,Sanpete,Ephraim Creek,GBRC Meadows,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1222,11K10S  ,GBMU1,8
snotel,1151,8/11/2010,1/1/2100,41.92,-113.41,8964,Snow Water Equivalent,UT,Box Elder,George Creek,George Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1151,13H05S  ,GECU1,8
snotel,1304,9/18/2021,1/1/2100,38.47,-109.26,10076,Snow Water Equivalent,UT,San Juan,Upper Pack Creek,Gold Basin,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1304,        ,GDBU1,8
snotel,495,10/1/1978,1/1/2100,38.8,-111.68,7944,Snow Water Equivalent,UT,Sevier,Gooseberry Creek,Gooseberry RS,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=495,11L12S  ,GOOU1,8
snotel,1184,7/18/2011,1/1/2100,38.79,-111.69,8396,Snow Water Equivalent,UT,Sevier,Gooseberry Creek,Gooseberry RS Up,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1184,11L02S  ,GOUU1,8
snotel,1065,8/26/2004,1/1/2100,37.5,-113.94,6763,Snow Water Equivalent,UT,Washington,Pine Park Canyon,Gutz Peak,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1065,13M06S  ,GTZU1,8
snotel,896,10/1/1993,1/1/2100,40.87,-111.72,7250,Snow Water Equivalent,UT,Morgan,Hardscrabble Creek,Hardscrabble,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=896,11J37S  ,HARU1,8
snotel,514,10/1/1978,1/1/2100,37.49,-112.58,7792,Snow Water Equivalent,UT,Kane,Swains Creek,Harris Flat,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=514,12M05S  ,HRSU1,8
snotel,517,10/1/1978,1/1/2100,40.8,-110.88,9130,Snow Water Equivalent,UT,Summit,Hayden Fork,Hayden Fork,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=517,10J44S  ,HFKU1,8
snotel,521,10/1/1984,1/1/2100,40.95,-110.48,9500,Snow Water Equivalent,UT,Summit,West Fork Smiths Fork,Hewinta,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=521,10J04S  ,HEWU1,8
snotel,522,10/1/1984,1/1/2100,40.91,-109.96,9122,Snow Water Equivalent,UT,Daggett,Horseshoe Canyon-Green River,Hickerson Park,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=522,09J08S  ,HPSU1,8
snotel,1223,8/13/2012,1/1/2100,40.19,-111.36,7377,Snow Water Equivalent,UT,Utah,Upper Diamond Fork,Hobble Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1223,11J22S  ,HOBU1,8
snotel,528,10/1/1984,1/1/2100,40.92,-110.19,9168,Snow Water Equivalent,UT,Summit,Lower Upper Marsh Creek,Hole-in-Rock,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=528,10J01S  ,HIRU1,8
snotel,533,10/1/1978,1/1/2100,41.31,-111.45,8199,Snow Water Equivalent,UT,Morgan,Blue Fork Creek,Horse Ridge,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=533,11H21S  ,HRGU1,8
snotel,1216,6/12/2012,1/1/2100,39.62,-111.31,9652,Snow Water Equivalent,UT,Sanpete,Gooseberry Creek,Huntington Horse,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1216,11K05S  ,HNHU1,8
snotel,543,10/1/1978,1/1/2100,39.89,-110.75,9171,Snow Water Equivalent,UT,Duchesne,Left Fork Indian Canyon,Indian Canyon,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=543,10K01S  ,ICYU1,8
snotel,1099,9/20/2007,1/1/2100,38.07,-112.17,9749,Snow Water Equivalent,UT,Garfield,East Fork Sevier River Outlet,Jones Corral,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1099,12L20S  ,JCRU1,8
snotel,1145,6/17/2010,1/1/2100,41.25,-111.41,7220,Snow Water Equivalent,UT,Morgan,Upper Lost Creek,Kilfoil Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1145,11H31S  ,KILU1,8
snotel,557,10/1/1979,1/1/2100,38.48,-112.39,9101,Snow Water Equivalent,UT,Piute,Mill Creek,Kimberly Mine,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=557,12L06S  ,KMNU1,8
snotel,559,10/1/1978,1/1/2100,40.72,-109.54,8728,Snow Water Equivalent,UT,Uintah,Middle Little Brush Creek,Kings Cabin,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=559,09J01S  ,KGCU1,8
snotel,1115,6/10/2009,1/1/2100,41.97,-111.6,7250,Snow Water Equivalent,UT,Cache,Hells Kitchen Canyon-Logan River,Klondike Narrows,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1115,11H01S  ,KDNU1,8
snotel,561,10/1/1978,1/1/2100,37.53,-113.05,9263,Snow Water Equivalent,UT,Iron,Crystal Creek,Kolob,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=561,13M05S  ,KLBU1,8
snotel,566,10/1/1978,1/1/2100,40.6,-110.43,10128,Snow Water Equivalent,UT,Duchesne,Crystal Creek-Yellowstone River,Lakefork #1,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=566,10J10S  ,LKFU1,8
snotel,1116,8/11/2009,1/1/2100,40.55,-110.35,8464,Snow Water Equivalent,UT,Duchesne,Crystal Creek-Yellowstone River,Lakefork #3,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1116,10J12S  ,LFKU1,8
snotel,513,10/1/1978,1/1/2100,40.74,-110.62,10885,Snow Water Equivalent,UT,Duchesne,Ottoson Creek-Lake Fork Creek,Lakefork Basin,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=513,10J25S  ,LBNU1,8
snotel,572,10/1/1979,1/1/2100,38.48,-109.27,9578,Snow Water Equivalent,UT,San Juan,Horse Creek-Mill Creek,Lasal Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=572,09L03S  ,LSMU1,8
snotel,1215,5/17/2012,1/1/2100,38.48,-109.29,8783,Snow Water Equivalent,UT,San Juan,Horse Creek-Mill Creek,Lasal Mountain-Lower,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1215,09L01S  ,LMLU1,8
snotel,1056,7/19/2004,1/1/2100,41.36,-111.49,8215,Snow Water Equivalent,UT,Weber,Left Fork South Fork Ogden River,Lightning Ridge,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1056,11H59S  ,LIGU1,8
snotel,579,10/1/1979,1/1/2100,40.86,-110.8,9133,Snow Water Equivalent,UT,Summit,Willow Creek-Bear River,Lily Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=579,10J35S  ,LLKU1,8
snotel,582,10/1/1978,1/1/2100,41.41,-111.83,6548,Snow Water Equivalent,UT,Cache,South Fork Little Bear River,Little Bear,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=582,11H25S  ,LTBU1,8
snotel,583,10/1/1985,1/1/2100,37.49,-113.85,6065,Snow Water Equivalent,UT,Washington,Little Pine Creek,Little Grassy,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=583,13M04S  ,LGCU1,8
snotel,1261,10/6/2014,1/1/2100,38.07,-110.77,9410,Snow Water Equivalent,UT,Garfield,Headwaters North Wash,Lonesome Beaver,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1261,10M01S  ,LBVU1,8
snotel,592,10/1/1978,1/1/2100,37.51,-113.4,7982,Snow Water Equivalent,UT,Washington,Pinto Creek,Long Flat,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=592,13M02S  ,LGFU1,8
snotel,593,10/1/1985,1/1/2100,37.49,-112.51,7465,Snow Water Equivalent,UT,Kane,Headwaters East Fork Virgin River,Long Valley Jct,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=593,12M06S  ,LVJU1,8
snotel,596,10/1/1987,1/1/2100,40.84,-111.71,8161,Snow Water Equivalent,UT,Salt Lake,Parleys Creek,Lookout Peak,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=596,11J64S  ,LOPU1,8
snotel,1118,6/15/2010,1/1/2100,41.22,-111.36,6082,Snow Water Equivalent,UT,Morgan,Upper Lost Creek,Lost Creek Resv,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1118,11H32S  ,LCVU1,8
snotel,972,9/1/1999,1/1/2100,40.83,-111.76,6700,Snow Water Equivalent,UT,Salt Lake,City Creek,Louis Meadow,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=972,11J69S  ,LMSU1,8
snotel,612,10/1/1978,1/1/2100,39.68,-111.32,8709,Snow Water Equivalent,UT,Sanpete,Cottonwood Canyon-San Pitch River,Mammoth-Cottonwood,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=612,11K03S  ,MCDU1,8
snotel,621,10/1/1979,1/1/2100,38.3,-112.44,8705,Snow Water Equivalent,UT,Beaver,Merchant Creek,Merchant Valley,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=621,12L12S  ,MVYU1,8
snotel,626,10/1/1979,1/1/2100,37.57,-112.84,9827,Snow Water Equivalent,UT,Iron,Midway Valley-Midway Creek,Midway Valley,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=626,12M23S  ,MDVU1,8
snotel,628,10/1/1987,1/1/2100,40.66,-111.64,8963,Snow Water Equivalent,UT,Salt Lake,Headwaters Big Cottonwood Canyon,Mill-D North,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=628,11J65S  ,MLDU1,8
snotel,631,10/1/1987,1/1/2100,40.49,-112.61,8295,Snow Water Equivalent,UT,Tooele,South Willow Creek-Frontal Great Salt Lake,Mining Fork,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=631,12J07S  ,MFKU1,8
snotel,634,10/1/1978,1/1/2100,41.47,-111.5,8932,Snow Water Equivalent,UT,Cache,Sheep Creek,Monte Cristo,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=634,11H57S  ,MCRU1,8
snotel,643,10/1/1978,1/1/2100,40.61,-109.89,9553,Snow Water Equivalent,UT,Uintah,Mosby Sink-Dry Fork,Mosby Mtn.,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=643,09J05S  ,MMTU1,8
snotel,1224,7/17/2012,1/1/2100,39.14,-111.51,9524,Snow Water Equivalent,UT,Sanpete,Headwaters Twelvemile Creek,Mt Baldy,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1224,11K12S  ,MTBU1,8
snotel,1269,8/1/2015,1/1/2100,37.98,-110.79,9209,Snow Water Equivalent,UT,Garfield,State Creek,Mt Pennell,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1269,10M02S  ,MPEU1,8
snotel,1146,7/12/2010,1/1/2100,39.35,-112.33,7850,Snow Water Equivalent,UT,Millard,Oak Creek Sinks,Oak Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1146,12K02S  ,OARU1,8
snotel,1148,5/28/2014,1/1/2100,37.7,-112.65,8350,Snow Water Equivalent,UT,Garfield,Ipson Creek,Panguitch Lake RS,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1148,12M07S  ,PGLU1,8
snotel,684,10/1/1978,1/1/2100,40.76,-111.63,7585,Snow Water Equivalent,UT,Summit,Big Dutch Hollow-East Canyon Creek,Parleys Summit,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=684,11J52S  ,PSUU1,8
snotel,856,8/21/2019,1/1/2100,40.7,-111.61,8353,Snow Water Equivalent,UT,Salt Lake,Parleys Creek,Parleys Upper,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=856,        ,     ,8
snotel,971,8/2/1999,1/1/2100,40.93,-111.81,7740,Snow Water Equivalent,UT,Davis,Holbrook Creek-Frontal Farmington Bay,Parrish Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=971,11J68S  ,PCRU1,8
snotel,686,10/1/1979,1/1/2100,39.93,-111.63,8044,Snow Water Equivalent,UT,Utah,Peteetneet Creek,Payson R.S.,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=686,11K52S  ,PYSU1,8
snotel,691,10/1/1978,1/1/2100,39.01,-111.58,9020,Snow Water Equivalent,UT,Sevier,Skumpah Creek-Salina Creek,Pickle Keg,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=691,11K39S  ,PKLU1,8
snotel,694,10/1/1984,1/1/2100,38.88,-112.25,8734,Snow Water Equivalent,UT,Millard,Pine Creek,Pine Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=694,12L15S  ,PCKU1,8
snotel,1300,7/10/2021,1/1/2100,41.37,-111.77,8505,Snow Water Equivalent,UT,Cache,Davenport Creek,Powder Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1300,        ,     ,8
snotel,714,10/1/1978,1/1/2100,39.45,-111.27,8988,Snow Water Equivalent,UT,Emery,Lowry Water,Red Pine Ridge,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=714,11K28S  ,RPRU1,8
snotel,1225,8/6/2012,1/1/2100,40.68,-111.22,8532,Snow Water Equivalent,UT,Summit,Thorn Creek-Beaver Creek,Redden Mine Lwr,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1225,11J06S  ,RMLU1,8
snotel,1217,6/12/2012,1/1/2100,39.5,-111.73,7206,Snow Water Equivalent,UT,Juab,Quaking Aspen Creek-Chicken Creek,Rees Flat,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1217,11K36S  ,REFU1,8
snotel,720,10/1/1979,1/1/2100,40.55,-110.69,7886,Snow Water Equivalent,UT,Duchesne,South Fork Rock Creek,Rock Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=720,10J18S  ,RCKU1,8
snotel,723,10/1/1979,1/1/2100,40.44,-112.22,8704,Snow Water Equivalent,UT,Tooele,Settlement Canyon,Rocky Basin-Settleme,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=723,12J06S  ,RBSU1,8
snotel,1280,10/26/2016,1/1/2100,39.92,-111.72,7835,Snow Water Equivalent,UT,Utah,Summit Creek,Santaquin Meadows,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1280,11J38S  ,     ,8
snotel,742,10/1/1978,1/1/2100,39.31,-111.43,9904,Snow Water Equivalent,UT,Sanpete,Seely Creek,Seeley Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=742,11K09S  ,SEEU1,8
snotel,763,10/1/1978,1/1/2100,40.79,-111.09,7631,Snow Water Equivalent,UT,Summit,Moffit Creek-Weber River,Smith  Morehouse,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=763,11J53S  ,SMMU1,8
snotel,766,10/1/1988,1/1/2100,40.57,-111.66,9177,Snow Water Equivalent,UT,Salt Lake,Headwaters Little Cottonwood Canyon,Snowbird,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=766,11J42S  ,SBDU1,8
snotel,1117,9/15/2009,1/1/2100,40.84,-110.01,10235,Snow Water Equivalent,UT,Daggett,Horseshoe Canyon-Green River,Spirit Lk,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1117,10J55S  ,SPKU1,8
snotel,790,10/1/1978,1/1/2100,40.91,-110.5,10158,Snow Water Equivalent,UT,Summit,West Fork Smiths Fork,Steel Creek Park,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=790,10J20S  ,SCKU1,8
snotel,795,10/1/1978,1/1/2100,40.16,-111.21,8123,Snow Water Equivalent,UT,Wasatch,Mud Creek,Strawberry Divide,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=795,11J08S  ,STDU1,8
snotel,1249,9/17/2013,1/1/2100,38.05,-111.34,10018,Snow Water Equivalent,UT,Garfield,Oak Creek,Sunflower Flat,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1249,11M01S  ,SFFU1,8
snotel,1248,8/27/2013,1/1/2100,37.6,-112.93,8050,Snow Water Equivalent,UT,Iron,Crow Creek-Coal Creek,Suu Ranch,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1248,12M17S  ,SURU1,8
snotel,1247,8/20/2013,1/1/2100,39.74,-113.98,9122,Snow Water Equivalent,UT,Juab,Fifteenmile Creek,Takka Wiiya,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1247,13J01S  ,TAKU1,8
snotel,1013,10/1/2001,1/1/2100,41.79,-111.55,7406,Snow Water Equivalent,UT,Cache,Temple Fork,Temple Fork,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1013,11H58S  ,TPKU1,8
snotel,814,10/1/1987,1/1/2100,40.62,-111.53,9230,Snow Water Equivalent,UT,Summit,Kimball Creek,Thaynes Canyon,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=814,11J56S  ,THCU1,8
snotel,1226,7/21/2012,1/1/2100,39.24,-111.52,8787,Snow Water Equivalent,UT,Sanpete,Manti Canyon,Thistle Flat,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1226,11K35S  ,THIU1,8
snotel,1097,8/29/2007,1/1/2100,39.68,-110.43,8736,Snow Water Equivalent,UT,Carbon,Grassy Trail Reservoir-Grassy Trail Creek,Timberline,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1097,10K06S  ,TLNU1,8
snotel,820,10/1/1978,1/1/2100,40.43,-111.62,8140,Snow Water Equivalent,UT,Utah,Middle American Fork Canyon,Timpanogos Divide,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=820,11J21S  ,TIMU1,8
snotel,823,10/1/1978,1/1/2100,41.9,-111.63,8474,Snow Water Equivalent,UT,Cache,Tony Grove Creek,Tony Grove Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=823,11H36S  ,TGLU1,8
snotel,1113,6/8/2009,1/1/2100,41.89,-111.57,6332,Snow Water Equivalent,UT,Cache,Tony Grove Creek,Tony Grove RS,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1113,11H03S  ,TGSU1,8
snotel,828,10/1/1978,1/1/2100,40.68,-110.95,9992,Snow Water Equivalent,UT,Summit,Spring Canyon-Provo River,Trial Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=828,10J52S  ,TRLU1,8
snotel,833,10/1/1978,1/1/2100,40.74,-109.67,9518,Snow Water Equivalent,UT,Uintah,North Fork Ashley Creek,Trout Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=833,09J16S  ,TCKU1,8
snotel,1227,7/22/2012,1/1/2100,39.42,-111.25,8596,Snow Water Equivalent,UT,Emery,Indian Creek,Upper Joes Valley,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1227,11K29S  ,UJVU1,8
snotel,1098,6/10/2007,1/1/2100,41.86,-111.51,8270,Snow Water Equivalent,UT,Rich,Big Creek,Usu Doc Daniel,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1098,11H60S  ,UDDU1,8
snotel,844,10/1/1978,1/1/2100,39.94,-112.41,7401,Snow Water Equivalent,UT,Tooele,Vernon Creek,Vernon Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=844,12K01S  ,VNCU1,8
snotel,853,10/1/1979,1/1/2100,37.58,-112.9,9203,Snow Water Equivalent,UT,Iron,Upper Deep Creek,Webster Flat,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=853,12M03S  ,WFLU1,8
snotel,864,10/1/1978,1/1/2100,39.96,-110.99,8641,Snow Water Equivalent,UT,Wasatch,Right Fork White River,White River #1,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=864,10K02S  ,WRVU1,8
snotel,865,10/1/1978,1/1/2100,37.84,-111.88,9640,Snow Water Equivalent,UT,Garfield,Sweetwater Creek,Widtsoe #3,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=865,11M03S  ,WSTU1,8
snotel,1164,8/28/2020,1/1/2100,40.48,-111.04,9796,Snow Water Equivalent,UT,Wasatch,Mill Hollow-South Fork Provo River,Wolf Creek Peak,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1164,        ,     ,8
snotel,1228,7/19/2012,1/1/2100,39.13,-111.36,9327,Snow Water Equivalent,UT,Sanpete,Millsite Reservoir-Ferron Creek,Wrigley Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1228,11K32S  ,WRIU1,8
snotel,1197,7/10/2012,1/1/2100,37.75,-112.77,8692,Snow Water Equivalent,UT,Iron,Center Creek-Parowan Creek,Yankee Reservoir,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1197,12M11S  ,YKEU1,8
